,caudalmiddlefrontal-lh,postcentral-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.1388888888888889,0.125,0.1388888888888889,0.13194444444444445,0.11805555555555555,0.13194444444444445,0.09027777777777778,0.125
postcentral-rh,0.14102564102564102,0.1282051282051282,0.14102564102564102,0.1346153846153846,0.10897435897435898,0.1346153846153846,0.08333333333333333,0.1282051282051282
precentral-lh,0.14,0.12666666666666668,0.14,0.13333333333333333,0.11333333333333333,0.13333333333333333,0.08666666666666667,0.12666666666666668
precentral-rh,0.14102564102564102,0.1282051282051282,0.14102564102564102,0.1346153846153846,0.10897435897435898,0.1346153846153846,0.08333333333333333,0.1282051282051282
rostralmiddlefrontal-lh,0.13385826771653545,0.12598425196850394,0.13385826771653545,0.13385826771653545,0.11811023622047244,0.13385826771653545,0.09448818897637795,0.12598425196850394
superiorfrontal-lh,0.1388888888888889,0.125,0.1388888888888889,0.13194444444444445,0.11805555555555555,0.13194444444444445,0.09027777777777778,0.125
superiortemporal-lh,0.13131313131313133,0.12121212121212122,0.13131313131313133,0.13131313131313133,0.12121212121212122,0.13131313131313133,0.1111111111111111,0.12121212121212122
superiortemporal-rh,0.1388888888888889,0.125,0.1388888888888889,0.13194444444444445,0.11805555555555555,0.13194444444444445,0.09027777777777778,0.125
