,parstriangularis-rh,postcentral-lh,postcentral-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh
parstriangularis-rh,0.12790697674418605,0.13178294573643412,0.12790697674418605,0.13565891472868216,0.13178294573643412,0.10852713178294573,0.12015503875968993,0.11627906976744186
postcentral-lh,0.11654135338345864,0.13533834586466165,0.12030075187969924,0.13533834586466165,0.12406015037593984,0.12030075187969924,0.11278195488721804,0.13533834586466165
postcentral-rh,0.12186379928315412,0.13620071684587814,0.12903225806451613,0.13978494623655913,0.12903225806451613,0.1039426523297491,0.11827956989247312,0.12186379928315412
precentral-lh,0.12075471698113208,0.1320754716981132,0.12452830188679245,0.13962264150943396,0.12830188679245283,0.10943396226415095,0.12075471698113208,0.12452830188679245
precentral-rh,0.12454212454212454,0.13186813186813187,0.1282051282051282,0.14285714285714285,0.13186813186813187,0.10256410256410256,0.11721611721611722,0.12087912087912088
rostralmiddlefrontal-lh,0.10952380952380952,0.12857142857142856,0.11428571428571428,0.12380952380952381,0.10952380952380952,0.15714285714285714,0.10476190476190476,0.1523809523809524
superiortemporal-lh,0.12863070539419086,0.12448132780082988,0.12448132780082988,0.14107883817427386,0.13278008298755187,0.1037344398340249,0.12863070539419086,0.11618257261410789
superiortemporal-rh,0.109375,0.125,0.109375,0.125,0.11328125,0.12890625,0.109375,0.1796875
