,caudalmiddlefrontal-lh,postcentral-lh,postcentral-rh,precentral-lh,precentral-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.15346534653465346,0.13366336633663367,0.1188118811881188,0.12871287128712872,0.12376237623762376,0.0891089108910891,0.12871287128712872,0.12376237623762376
postcentral-lh,0.125,0.14166666666666666,0.11666666666666667,0.14166666666666666,0.12916666666666668,0.08333333333333333,0.14166666666666666,0.12083333333333333
postcentral-rh,0.12083333333333333,0.13333333333333333,0.12916666666666668,0.13333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.13333333333333333
precentral-lh,0.12295081967213115,0.14344262295081966,0.11475409836065574,0.14344262295081966,0.13114754098360656,0.08196721311475409,0.14344262295081966,0.11885245901639344
precentral-rh,0.116,0.144,0.116,0.148,0.136,0.08,0.144,0.116
superiortemporal-lh,0.11904761904761904,0.125,0.1130952380952381,0.11904761904761904,0.1130952380952381,0.16071428571428573,0.13690476190476192,0.1130952380952381
superiortemporal-rh,0.11811023622047244,0.1377952755905512,0.11023622047244094,0.1377952755905512,0.12598425196850394,0.09055118110236221,0.16535433070866143,0.1141732283464567
supramarginal-rh,0.12608695652173912,0.13478260869565217,0.12608695652173912,0.13478260869565217,0.13043478260869565,0.08260869565217391,0.13478260869565217,0.13043478260869565
