,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,precentral-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.5365853658536586,0.4634146341463415,0.0,0.0,0.0,0.0,0.0,0.0
caudalmiddlefrontal-rh,0.35185185185185186,0.6481481481481481,0.0,0.0,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.0,0.0,0.2647058823529412,0.0,0.2647058823529412,0.16176470588235295,0.11764705882352941,0.19117647058823528
precentral-lh,0.0,0.0,0.0,0.6046511627906976,0.0,0.16279069767441862,0.16279069767441862,0.06976744186046512
superiorfrontal-lh,0.0,0.0,0.24324324324324326,0.0,0.32432432432432434,0.14864864864864866,0.10810810810810811,0.17567567567567569
superiorfrontal-rh,0.0,0.0,0.15,0.075,0.1375,0.2875,0.225,0.125
superiortemporal-lh,0.0,0.0,0.12048192771084337,0.07228915662650602,0.12048192771084337,0.21686746987951808,0.3132530120481928,0.1566265060240964
supramarginal-lh,0.0,0.0,0.1917808219178082,0.0547945205479452,0.2054794520547945,0.1643835616438356,0.1643835616438356,0.2191780821917808
