,parsopercularis-lh,parstriangularis-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.5,0.2,0.3,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.3,0.5,0.2,0.0,0.0,0.0,0.0,0.0
precentral-lh,0.21052631578947367,0.15789473684210525,0.631578947368421,0.0,0.0,0.0,0.0,0.0
precentral-rh,0.0,0.0,0.0,0.28125,0.1875,0.125,0.25,0.15625
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.11764705882352941,0.38235294117647056,0.38235294117647056,0.11764705882352941,0.0
superiortemporal-lh,0.0,0.0,0.0,0.08,0.36,0.48,0.08,0.0
superiortemporal-rh,0.0,0.0,0.0,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.25,0.10714285714285714
supramarginal-lh,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.17647058823529413,0.5294117647058824
