,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.49473684210526314,0.14736842105263157,0.07368421052631578,0.08421052631578947,0.0,0.0,0.2,0.0
inferiorparietal-rh,0.1794871794871795,0.5384615384615384,0.0,0.0,0.0,0.0,0.28205128205128205,0.0
parstriangularis-rh,0.10869565217391304,0.0,0.4782608695652174,0.10869565217391304,0.0,0.0,0.30434782608695654,0.0
rostralmiddlefrontal-lh,0.08641975308641975,0.0,0.08641975308641975,0.48148148148148145,0.07407407407407407,0.0,0.09876543209876543,0.1728395061728395
superiorfrontal-rh,0.0,0.0,0.0,0.4666666666666667,0.4,0.0,0.0,0.13333333333333333
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiortemporal-rh,0.1588785046728972,0.205607476635514,0.14018691588785046,0.06542056074766354,0.0,0.0,0.42990654205607476,0.0
supramarginal-lh,0.0,0.0,0.0,0.4838709677419355,0.0967741935483871,0.0,0.0,0.41935483870967744
