,caudalmiddlefrontal-rh,inferiorparietal-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.12556053811659193,0.12556053811659193,0.12556053811659193,0.12556053811659193,0.1210762331838565,0.12556053811659193,0.12556053811659193,0.12556053811659193
inferiorparietal-rh,0.12556053811659193,0.12556053811659193,0.12556053811659193,0.12556053811659193,0.1210762331838565,0.12556053811659193,0.12556053811659193,0.12556053811659193
precentral-rh,0.12558139534883722,0.12558139534883722,0.12558139534883722,0.12558139534883722,0.12093023255813953,0.12558139534883722,0.12558139534883722,0.12558139534883722
rostralmiddlefrontal-lh,0.12556053811659193,0.12556053811659193,0.12556053811659193,0.12556053811659193,0.1210762331838565,0.12556053811659193,0.12556053811659193,0.12556053811659193
rostralmiddlefrontal-rh,0.12558139534883722,0.12558139534883722,0.12558139534883722,0.12558139534883722,0.12093023255813953,0.12558139534883722,0.12558139534883722,0.12558139534883722
superiorparietal-lh,0.12556053811659193,0.12556053811659193,0.12556053811659193,0.12556053811659193,0.1210762331838565,0.12556053811659193,0.12556053811659193,0.12556053811659193
superiortemporal-lh,0.12556053811659193,0.12556053811659193,0.12556053811659193,0.12556053811659193,0.1210762331838565,0.12556053811659193,0.12556053811659193,0.12556053811659193
superiortemporal-rh,0.12558139534883722,0.12558139534883722,0.12558139534883722,0.12558139534883722,0.12093023255813953,0.12558139534883722,0.12558139534883722,0.12558139534883722
