,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,paracentral-rh,posteriorcingulate-rh,temporalpole-lh,temporalpole-rh
caudalmiddlefrontal-rh,0.609271523178808,0.0,0.0,0.0,0.26490066225165565,0.12582781456953643,0.0,0.0
frontalpole-lh,0.0,0.610062893081761,0.10062893081761007,0.11949685534591195,0.031446540880503145,0.13836477987421383,0.0,0.0
frontalpole-rh,0.0,0.06395348837209303,0.7906976744186046,0.0755813953488372,0.0,0.06976744186046512,0.0,0.0
isthmuscingulate-rh,0.0,0.14367816091954022,0.05172413793103448,0.5747126436781609,0.20114942528735633,0.028735632183908046,0.0,0.0
paracentral-rh,0.15355805243445692,0.033707865168539325,0.0,0.13857677902621723,0.5280898876404494,0.14606741573033707,0.0,0.0
posteriorcingulate-rh,0.06578947368421052,0.07894736842105263,0.06140350877192982,0.03070175438596491,0.14473684210526316,0.618421052631579,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.8547008547008547,0.1452991452991453
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.13768115942028986,0.8623188405797102
