,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,medialorbitofrontal-lh,paracentral-rh,parahippocampal-rh,parsorbitalis-rh,parstriangularis-rh
caudalanteriorcingulate-lh,0.391304347826087,0.3652173913043478,0.008695652173913044,0.06956521739130435,0.0,0.0,0.16521739130434782,0.0
caudalanteriorcingulate-rh,0.31666666666666665,0.4083333333333333,0.041666666666666664,0.008333333333333333,0.0,0.0,0.15,0.075
frontalpole-lh,0.0,0.02608695652173913,0.5565217391304348,0.11304347826086956,0.0,0.0,0.0,0.30434782608695654
medialorbitofrontal-lh,0.1276595744680851,0.05319148936170213,0.09574468085106383,0.6702127659574468,0.0,0.0,0.02127659574468085,0.031914893617021274
paracentral-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parsorbitalis-rh,0.17142857142857143,0.18095238095238095,0.0,0.0,0.0,0.0,0.6476190476190476,0.0
parstriangularis-rh,0.0,0.05952380952380952,0.40476190476190477,0.05952380952380952,0.0,0.0,0.0,0.47619047619047616
