,cuneus-rh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsopercularis-lh,posteriorcingulate-lh,temporalpole-lh,temporalpole-rh
cuneus-rh,0.8725490196078431,0.0,0.0,0.0,0.0,0.0,0.12745098039215685,0.0
frontalpole-rh,0.0,0.3813559322033898,0.13983050847457626,0.3135593220338983,0.0,0.0,0.1652542372881356,0.0
medialorbitofrontal-lh,0.0,0.25,0.46621621621621623,0.1554054054054054,0.0,0.0,0.12837837837837837,0.0
medialorbitofrontal-rh,0.0,0.3141592920353982,0.084070796460177,0.43805309734513276,0.0,0.0,0.16371681415929204,0.0
parsopercularis-lh,0.0,0.0,0.0,0.0,0.7792207792207793,0.09090909090909091,0.12987012987012986,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.08888888888888889,0.9111111111111111,0.0,0.0
temporalpole-lh,0.05802047781569966,0.11262798634812286,0.051194539249146756,0.12627986348122866,0.06825938566552901,0.006825938566552901,0.5767918088737202,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
