,bankssts-rh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-lh,parstriangularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.5729166666666666,0.0,0.0625,0.0,0.1875,0.17708333333333334,0.0
medialorbitofrontal-rh,0.0,0.0,0.6,0.0,0.2545454545454545,0.14545454545454545,0.0,0.0
parahippocampal-lh,0.0,0.07407407407407407,0.0,0.8765432098765432,0.0,0.0,0.0,0.04938271604938271
parstriangularis-rh,0.0,0.0,0.35443037974683544,0.0,0.569620253164557,0.0759493670886076,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.19047619047619047,0.11428571428571428,0.0,0.06666666666666667,0.47619047619047616,0.1523809523809524,0.0
rostralanteriorcingulate-rh,0.0,0.16129032258064516,0.0,0.0,0.0,0.13978494623655913,0.6989247311827957,0.0
temporalpole-rh,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.9649122807017544
