,entorhinal-lh,frontalpole-lh,frontalpole-rh,parsorbitalis-rh,pericalcarine-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.5576923076923077,0.1346153846153846,0.0,0.028846153846153848,0.0,0.16346153846153846,0.10576923076923077,0.009615384615384616
frontalpole-lh,0.05291005291005291,0.5185185185185185,0.042328042328042326,0.19047619047619047,0.0,0.09523809523809523,0.031746031746031744,0.06878306878306878
frontalpole-rh,0.005291005291005291,0.06349206349206349,0.5502645502645502,0.06878306878306878,0.0,0.17989417989417988,0.08994708994708994,0.042328042328042326
parsorbitalis-rh,0.004405286343612335,0.10572687224669604,0.0881057268722467,0.6079295154185022,0.0,0.07488986784140969,0.030837004405286344,0.0881057268722467
pericalcarine-rh,0.0,0.0,0.013157894736842105,0.0,0.9605263157894737,0.02631578947368421,0.0,0.0
rostralanteriorcingulate-rh,0.08636363636363636,0.1,0.1590909090909091,0.06363636363636363,0.02727272727272727,0.5454545454545454,0.013636363636363636,0.004545454545454545
temporalpole-lh,0.136,0.016,0.168,0.04,0.0,0.056,0.488,0.096
temporalpole-rh,0.0,0.045714285714285714,0.06857142857142857,0.15428571428571428,0.0,0.017142857142857144,0.08,0.6342857142857142
