,bankssts-lh,frontalpole-lh,frontalpole-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh,rostralanteriorcingulate-rh
bankssts-lh,0.7777777777777778,0.0,0.0,0.015873015873015872,0.09523809523809523,0.0,0.1111111111111111,0.0
frontalpole-lh,0.0,0.8125,0.1875,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.058823529411764705,0.5294117647058824,0.014705882352941176,0.029411764705882353,0.0,0.014705882352941176,0.35294117647058826
lingual-lh,0.04395604395604396,0.0,0.01098901098901099,0.4835164835164835,0.07692307692307693,0.13186813186813187,0.25274725274725274,0.0
parahippocampal-lh,0.11538461538461539,0.0,0.01282051282051282,0.02564102564102564,0.7692307692307693,0.0,0.07692307692307693,0.0
parahippocampal-rh,0.0,0.0,0.0,0.19047619047619047,0.0,0.6666666666666666,0.14285714285714285,0.0
pericalcarine-lh,0.17105263157894737,0.0,0.013157894736842105,0.2236842105263158,0.14473684210526316,0.10526315789473684,0.34210526315789475,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.2909090909090909,0.0,0.0,0.0,0.0,0.7090909090909091
