,C3,TP9,Oz,AF7,C5,POz,CPz,TP8
C3,0.4444444444444444,0.0,0.0,0.25925925925925924,0.0,0.0,0.0,0.2962962962962963
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.3620689655172414,0.0,0.0,0.3448275862068966,0.0,0.0,0.0,0.29310344827586204
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TP8,0.3611111111111111,0.0,0.0,0.2638888888888889,0.0,0.0,0.0,0.375
