,Fp1,F7,O1,TP10,AF7,POz,CPz,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.3,0.23125,0.0,0.0,0.0,0.3,0.16875
O1,0.0,0.25547445255474455,0.27007299270072993,0.0,0.0,0.0,0.2773722627737226,0.19708029197080293
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CPz,0.0,0.23115577889447236,0.19095477386934673,0.0,0.0,0.0,0.44221105527638194,0.135678391959799
AF8,0.0,0.2523364485981308,0.2523364485981308,0.0,0.0,0.0,0.2523364485981308,0.24299065420560748
