,Fp1,F7,O1,TP10,AF7,POz,CPz,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.2935064935064935,0.0,0.2961038961038961,0.3012987012987013,0.10909090909090909,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.2914572864321608,0.0,0.2964824120603015,0.30402010050251255,0.10804020100502512,0.0,0.0
AF7,0.0,0.27951807228915665,0.0,0.2891566265060241,0.327710843373494,0.10361445783132531,0.0,0.0
POz,0.0,0.24858757062146894,0.0,0.2542372881355932,0.2542372881355932,0.24293785310734464,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
