,caudalmiddlefrontal-lh,parstriangularis-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.12162162162162163,0.12612612612612611,0.12612612612612611,0.12612612612612611,0.12162162162162163,0.12612612612612611,0.12612612612612611,0.12612612612612611
parstriangularis-rh,0.10894941634241245,0.14007782101167315,0.12840466926070038,0.14396887159533073,0.11284046692607004,0.11284046692607004,0.13618677042801555,0.11673151750972763
postcentral-rh,0.11336032388663968,0.13360323886639677,0.12955465587044535,0.13360323886639677,0.11740890688259109,0.11740890688259109,0.13360323886639677,0.1214574898785425
precentral-rh,0.10980392156862745,0.13725490196078433,0.12941176470588237,0.1411764705882353,0.11372549019607843,0.11372549019607843,0.13725490196078433,0.11764705882352941
rostralmiddlefrontal-rh,0.1222707423580786,0.12663755458515283,0.12663755458515283,0.12663755458515283,0.1222707423580786,0.1222707423580786,0.12663755458515283,0.12663755458515283
superiortemporal-lh,0.11607142857142858,0.12946428571428573,0.12946428571428573,0.12946428571428573,0.11607142857142858,0.125,0.12946428571428573,0.125
superiortemporal-rh,0.1111111111111111,0.1349206349206349,0.13095238095238096,0.1388888888888889,0.11507936507936507,0.11507936507936507,0.1349206349206349,0.11904761904761904
supramarginal-rh,0.11637931034482758,0.12931034482758622,0.12931034482758622,0.12931034482758622,0.11637931034482758,0.125,0.12931034482758622,0.125
