,caudalmiddlefrontal-lh,postcentral-lh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.11290322580645161,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.11290322580645161
postcentral-lh,0.08163265306122448,0.14285714285714285,0.10204081632653061,0.14285714285714285,0.15306122448979592,0.14285714285714285,0.15306122448979592,0.08163265306122448
postcentral-rh,0.10666666666666667,0.13333333333333333,0.12,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.10666666666666667
superiorfrontal-rh,0.0898876404494382,0.1348314606741573,0.11235955056179775,0.14606741573033707,0.14606741573033707,0.1348314606741573,0.14606741573033707,0.0898876404494382
superiorparietal-lh,0.08163265306122448,0.14285714285714285,0.10204081632653061,0.14285714285714285,0.15306122448979592,0.14285714285714285,0.15306122448979592,0.08163265306122448
superiortemporal-lh,0.0851063829787234,0.13829787234042554,0.10638297872340426,0.14893617021276595,0.14893617021276595,0.13829787234042554,0.14893617021276595,0.0851063829787234
superiortemporal-rh,0.0851063829787234,0.13829787234042554,0.10638297872340426,0.14893617021276595,0.14893617021276595,0.13829787234042554,0.14893617021276595,0.0851063829787234
supramarginal-lh,0.11290322580645161,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.11290322580645161
