,Fp1,FT9,FC6,F4,Fp2,AF7,AF8,AF4
Fp1,0.5016111707841031,0.0,0.0,0.0,0.1836734693877551,0.28678839957035446,0.0,0.027926960257787327
FT9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.1853813559322034,0.0,0.0,0.0,0.5773305084745762,0.23728813559322035,0.0,0.0
AF7,0.3341614906832298,0.0,0.0,0.0,0.2732919254658385,0.39254658385093166,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.02609727164887307,0.3534994068801898,0.0,0.0,0.0,0.0,0.0,0.6204033214709371
