,Fp1,Fz,FT9,F8,Fp2,AF7,FT8,AF8
Fp1,0.5978260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.40217391304347827
Fz,0.0,0.8050847457627118,0.19491525423728814,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.5021834061135371,0.4978165938864629,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.4918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.5081967213114754
