,entorhinal-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
entorhinal-lh,0.4634146341463415,0.1402439024390244,0.0,0.1951219512195122,0.12195121951219512,0.07317073170731707,0.0,0.006097560975609756
frontalpole-lh,0.1524390243902439,0.4817073170731707,0.13414634146341464,0.0,0.17073170731707318,0.0,0.0,0.06097560975609756
frontalpole-rh,0.0,0.23076923076923078,0.43956043956043955,0.0,0.10989010989010989,0.0,0.04395604395604396,0.17582417582417584
lateralorbitofrontal-lh,0.23809523809523808,0.013605442176870748,0.0,0.46938775510204084,0.013605442176870748,0.2108843537414966,0.0,0.05442176870748299
medialorbitofrontal-lh,0.1346153846153846,0.28846153846153844,0.11538461538461539,0.0,0.46153846153846156,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.14814814814814814,0.0,0.0,0.32407407407407407,0.0,0.37962962962962965,0.018518518518518517,0.12962962962962962
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.02702702702702703,0.0,0.10810810810810811,0.40540540540540543,0.4594594594594595
rostralmiddlefrontal-rh,0.02631578947368421,0.07017543859649122,0.09649122807017543,0.10526315789473684,0.0,0.17543859649122806,0.13157894736842105,0.39473684210526316
