,entorhinal-lh,frontalpole-lh,parahippocampal-rh,parsorbitalis-rh,posteriorcingulate-lh,posteriorcingulate-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.6995798319327731,0.0,0.0273109243697479,0.037815126050420166,0.0,0.018907563025210083,0.14705882352941177,0.06932773109243698
frontalpole-lh,0.0,0.9036458333333334,0.0,0.0,0.09375,0.0026041666666666665,0.0,0.0
parahippocampal-rh,0.025341130604288498,0.0,0.834307992202729,0.037037037037037035,0.0,0.0,0.03508771929824561,0.0682261208576998
parsorbitalis-rh,0.03910614525139665,0.0,0.05027932960893855,0.7122905027932961,0.0,0.0,0.008379888268156424,0.18994413407821228
posteriorcingulate-lh,0.0,0.07203389830508475,0.0,0.0,0.7563559322033898,0.1716101694915254,0.0,0.0
posteriorcingulate-rh,0.03651685393258427,0.0028089887640449437,0.0,0.0,0.21910112359550563,0.7219101123595506,0.019662921348314606,0.0
temporalpole-lh,0.156,0.0,0.036,0.01,0.0,0.01,0.682,0.106
temporalpole-rh,0.053691275167785234,0.0,0.06543624161073826,0.12080536912751678,0.0,0.0,0.09395973154362416,0.6661073825503355
