,entorhinal-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
entorhinal-lh,0.44837758112094395,0.16224188790560473,0.011799410029498525,0.11799410029498525,0.20206489675516223,0.0471976401179941,0.008849557522123894,0.0014749262536873156
frontalpole-lh,0.18923933209647495,0.4007421150278293,0.08905380333951762,0.027829313543599257,0.19109461966604824,0.02040816326530612,0.04081632653061224,0.04081632653061224
frontalpole-rh,0.0065040650406504065,0.06991869918699187,0.2845528455284553,0.06991869918699187,0.027642276422764227,0.14308943089430895,0.1967479674796748,0.2016260162601626
lateralorbitofrontal-lh,0.11372549019607843,0.027450980392156862,0.043137254901960784,0.3712418300653595,0.08235294117647059,0.20130718954248367,0.0457516339869281,0.11503267973856209
medialorbitofrontal-lh,0.2345679012345679,0.20282186948853614,0.04056437389770723,0.08465608465608465,0.38095238095238093,0.03350970017636684,0.012345679012345678,0.010582010582010581
rostralanteriorcingulate-lh,0.05533596837944664,0.014492753623188406,0.10013175230566534,0.22266139657444006,0.03557312252964427,0.2845849802371542,0.10408432147562582,0.1831357048748353
rostralanteriorcingulate-rh,0.00686106346483705,0.030874785591766724,0.20754716981132076,0.07890222984562607,0.005145797598627788,0.1595197255574614,0.2967409948542024,0.2144082332761578
rostralmiddlefrontal-rh,0.007112375533428165,0.02275960170697013,0.15220483641536273,0.14935988620199148,0.011379800853485065,0.20768136557610242,0.1593172119487909,0.2901849217638691
