,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,medialorbitofrontal-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.25637910085054677,0.18347509113001215,0.0,0.0,0.20170109356014582,0.05224787363304982,0.13973268529769137,0.16646415552855406
frontalpole-rh,0.2180028129395218,0.2390998593530239,0.0014064697609001407,0.0,0.21940928270042195,0.07172995780590717,0.14064697609001406,0.10970464135021098
isthmuscingulate-rh,0.0,0.008645533141210375,0.4783861671469741,0.38904899135446686,0.011527377521613832,0.11239193083573487,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.37637362637362637,0.532967032967033,0.0,0.09065934065934066,0.0,0.0
medialorbitofrontal-rh,0.2196078431372549,0.20392156862745098,0.00261437908496732,0.0,0.24052287581699347,0.08104575163398693,0.12810457516339868,0.12418300653594772
pericalcarine-lh,0.13513513513513514,0.15915915915915915,0.1111111111111111,0.09309309309309309,0.1921921921921922,0.2912912912912913,0.0,0.018018018018018018
rostralanteriorcingulate-lh,0.22593320235756384,0.1925343811394892,0.0,0.0,0.18860510805500982,0.0,0.22396856581532418,0.16895874263261296
rostralanteriorcingulate-rh,0.24057450628366248,0.13285457809694792,0.0,0.0,0.16337522441651706,0.00718132854578097,0.15080789946140036,0.3052064631956912
