,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,middletemporal-lh,middletemporal-rh,parahippocampal-rh,temporalpole-lh
entorhinal-lh,0.475,0.06666666666666667,0.0,0.15833333333333333,0.14166666666666666,0.075,0.05,0.03333333333333333
frontalpole-lh,0.05405405405405406,0.40540540540540543,0.0,0.14414414414414414,0.0,0.0,0.34234234234234234,0.05405405405405406
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.17117117117117117,0.18018018018018017,0.0,0.42342342342342343,0.0,0.11711711711711711,0.10810810810810811,0.0
middletemporal-lh,0.1262135922330097,0.0,0.0,0.0,0.6310679611650486,0.0,0.1650485436893204,0.07766990291262135
middletemporal-rh,0.11956521739130435,0.0,0.0,0.16304347826086957,0.0,0.5978260869565217,0.0,0.11956521739130435
parahippocampal-rh,0.020833333333333332,0.25,0.0,0.05555555555555555,0.0763888888888889,0.0,0.5625,0.034722222222222224
temporalpole-lh,0.042105263157894736,0.031578947368421054,0.0,0.0,0.14736842105263157,0.11578947368421053,0.010526315789473684,0.6526315789473685
