,frontalpole-rh,insula-rh,lateraloccipital-lh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parstriangularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.4523809523809524,0.0,0.47619047619047616,0.023809523809523808,0.047619047619047616,0.0,0.0,0.0
insula-rh,0.0,0.20114942528735633,0.0,0.16666666666666666,0.13218390804597702,0.1839080459770115,0.13793103448275862,0.1781609195402299
lateraloccipital-lh,0.3829787234042553,0.0,0.5957446808510638,0.0,0.02127659574468085,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0189873417721519,0.16455696202531644,0.012658227848101266,0.20253164556962025,0.18354430379746836,0.14556962025316456,0.13291139240506328,0.13924050632911392
medialorbitofrontal-rh,0.031007751937984496,0.15503875968992248,0.023255813953488372,0.20155038759689922,0.20930232558139536,0.13178294573643412,0.12403100775193798,0.12403100775193798
parstriangularis-rh,0.0,0.18324607329842932,0.0,0.13612565445026178,0.10471204188481675,0.21465968586387435,0.1518324607329843,0.2094240837696335
rostralanteriorcingulate-lh,0.0,0.16891891891891891,0.0,0.14864864864864866,0.12837837837837837,0.1891891891891892,0.18243243243243243,0.18243243243243243
rostralanteriorcingulate-rh,0.0,0.17894736842105263,0.0,0.13157894736842105,0.1,0.22105263157894736,0.15263157894736842,0.21578947368421053
