,FT9,TP9,P7,Fp2,AF7,F5,P5,AF8
FT9,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.47368421052631576,0.0,0.0,0.0,0.5263157894736842
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.5217391304347826,0.0
AF8,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.7142857142857143
