,parsopercularis-lh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh
parsopercularis-lh,0.2289156626506024,0.1566265060240964,0.12650602409638553,0.13253012048192772,0.04216867469879518,0.12650602409638553,0.024096385542168676,0.16265060240963855
postcentral-lh,0.10236220472440945,0.22440944881889763,0.1377952755905512,0.0984251968503937,0.1062992125984252,0.1377952755905512,0.05511811023622047,0.1377952755905512
postcentral-rh,0.08870967741935484,0.14919354838709678,0.1975806451612903,0.13306451612903225,0.12903225806451613,0.17338709677419356,0.0,0.12903225806451613
rostralmiddlefrontal-lh,0.1085972850678733,0.12669683257918551,0.15384615384615385,0.2171945701357466,0.11764705882352941,0.1493212669683258,0.004524886877828055,0.12217194570135746
superiorfrontal-rh,0.047619047619047616,0.14814814814814814,0.1693121693121693,0.14285714285714285,0.21693121693121692,0.15343915343915343,0.031746031746031744,0.08994708994708994
superiorparietal-rh,0.08835341365461848,0.14859437751004015,0.18072289156626506,0.1285140562248996,0.12449799196787148,0.20080321285140562,0.0,0.1285140562248996
superiortemporal-lh,0.0410958904109589,0.1643835616438356,0.0,0.0,0.0684931506849315,0.0,0.726027397260274,0.0
supramarginal-lh,0.1339712918660287,0.1722488038277512,0.15311004784688995,0.11961722488038277,0.08133971291866028,0.15311004784688995,0.0,0.18660287081339713
