,caudalmiddlefrontal-rh,postcentral-lh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.18719211822660098,0.07389162561576355,0.19704433497536947,0.18226600985221675,0.029556650246305417,0.15270935960591134,0.0,0.17733990147783252
postcentral-lh,0.12878787878787878,0.17424242424242425,0.12878787878787878,0.12878787878787878,0.11363636363636363,0.12878787878787878,0.06818181818181818,0.12878787878787878
postcentral-rh,0.17511520737327188,0.06912442396313365,0.2488479262672811,0.17050691244239632,0.027649769585253458,0.14285714285714285,0.0,0.16589861751152074
superiorfrontal-rh,0.185,0.075,0.185,0.19,0.03,0.155,0.0,0.18
superiorparietal-lh,0.08433734939759036,0.18072289156626506,0.08433734939759036,0.08433734939759036,0.2891566265060241,0.08433734939759036,0.10843373493975904,0.08433734939759036
superiorparietal-rh,0.17415730337078653,0.08426966292134831,0.17415730337078653,0.1853932584269663,0.033707865168539325,0.17415730337078653,0.0,0.17415730337078653
superiortemporal-lh,0.0,0.1038961038961039,0.0,0.0,0.12987012987012986,0.0,0.7662337662337663,0.0
supramarginal-lh,0.18592964824120603,0.07537688442211055,0.18592964824120603,0.18592964824120603,0.03015075376884422,0.15577889447236182,0.0,0.18090452261306533
