,Fp1,FT9,T7,TP9,O2,Fp2,AF7,TP7
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.4945054945054945,0.5054945054945055,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.20909090909090908,0.7909090909090909,0.0
TP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
