,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,precentral-lh,superiorfrontal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.6212121212121212,0.0,0.0,0.10606060606060606,0.06060606060606061,0.21212121212121213,0.0,0.0
parsopercularis-lh,0.0,0.6774193548387096,0.16129032258064516,0.0,0.16129032258064516,0.0,0.0,0.0
parstriangularis-rh,0.0,0.25,0.4,0.0,0.35,0.0,0.0,0.0
postcentral-lh,0.08695652173913043,0.0,0.0,0.3695652173913043,0.2608695652173913,0.06521739130434782,0.0,0.21739130434782608
precentral-lh,0.025210084033613446,0.04201680672268908,0.07563025210084033,0.19327731092436976,0.37815126050420167,0.025210084033613446,0.0,0.2605042016806723
superiorfrontal-rh,0.38235294117647056,0.0,0.0,0.14705882352941177,0.11764705882352941,0.35294117647058826,0.0,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
supramarginal-lh,0.0,0.0,0.0,0.24096385542168675,0.3855421686746988,0.0,0.0,0.37349397590361444
