,bankssts-lh,fusiform-lh,inferiorparietal-lh,inferiortemporal-lh,lateraloccipital-lh,pericalcarine-lh,pericalcarine-rh,transversetemporal-lh
bankssts-lh,0.22707423580786026,0.09170305676855896,0.17467248908296942,0.12663755458515283,0.07423580786026202,0.0611353711790393,0.16593886462882096,0.07860262008733625
fusiform-lh,0.027093596059113302,0.22167487684729065,0.14285714285714285,0.024630541871921183,0.21428571428571427,0.1748768472906404,0.1206896551724138,0.07389162561576355
inferiorparietal-lh,0.06751054852320675,0.16455696202531644,0.23839662447257384,0.02109704641350211,0.14978902953586498,0.11392405063291139,0.12447257383966245,0.12025316455696203
inferiortemporal-lh,0.19895287958115182,0.06282722513089005,0.09947643979057591,0.4293193717277487,0.015706806282722512,0.0,0.14136125654450263,0.05235602094240838
lateraloccipital-lh,0.020833333333333332,0.18287037037037038,0.11342592592592593,0.016203703703703703,0.2523148148148148,0.2013888888888889,0.08333333333333333,0.12962962962962962
pericalcarine-lh,0.019498607242339833,0.17270194986072424,0.10306406685236769,0.011142061281337047,0.22841225626740946,0.22841225626740946,0.09749303621169916,0.1392757660167131
pericalcarine-rh,0.07758620689655173,0.1781609195402299,0.1867816091954023,0.06609195402298851,0.13218390804597702,0.11494252873563218,0.22701149425287356,0.017241379310344827
transversetemporal-lh,0.06976744186046512,0.0872093023255814,0.17732558139534885,0.03488372093023256,0.1511627906976744,0.12790697674418605,0.02616279069767442,0.32558139534883723
