,frontalpole-rh,insula-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,parsopercularis-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.17164179104477612,0.1417910447761194,0.13432835820895522,0.14925373134328357,0.0,0.13432835820895522,0.13432835820895522,0.13432835820895522
insula-rh,0.12962962962962962,0.14814814814814814,0.1419753086419753,0.15432098765432098,0.0,0.1419753086419753,0.1419753086419753,0.1419753086419753
lateralorbitofrontal-lh,0.11976047904191617,0.1497005988023952,0.1497005988023952,0.1437125748502994,0.0,0.1377245508982036,0.1497005988023952,0.1497005988023952
lateralorbitofrontal-rh,0.14012738853503184,0.1464968152866242,0.14012738853503184,0.15286624203821655,0.0,0.14012738853503184,0.14012738853503184,0.14012738853503184
parsopercularis-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parsorbitalis-rh,0.12987012987012986,0.14935064935064934,0.14285714285714285,0.14935064935064934,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
rostralanteriorcingulate-lh,0.12195121951219512,0.1524390243902439,0.14634146341463414,0.14634146341463414,0.0,0.1402439024390244,0.14634146341463414,0.14634146341463414
rostralanteriorcingulate-rh,0.11976047904191617,0.1497005988023952,0.1497005988023952,0.1437125748502994,0.0,0.1377245508982036,0.1497005988023952,0.1497005988023952
