,Fp1,TP10,FT10,FC2,F8,AF7,AFz,AF8
Fp1,0.47297297297297297,0.0,0.0,0.0,0.0,0.0,0.28378378378378377,0.24324324324324326
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.36065573770491804,0.0,0.0,0.0,0.0,0.0,0.3442622950819672,0.29508196721311475
AF8,0.33962264150943394,0.0,0.0,0.0,0.0,0.0,0.33962264150943394,0.32075471698113206
