,Fp1,TP10,FT10,FC2,F8,AF7,AFz,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.3142857142857143,0.0,0.34285714285714286,0.0,0.0,0.34285714285714286,0.0
FT10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.25,0.0,0.4375,0.0,0.0,0.3125,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.2222222222222222,0.0,0.3148148148148148,0.0,0.0,0.46296296296296297,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
