,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.375,0.25,0.0,0.0,0.25,0.0,0.0,0.125
caudalmiddlefrontal-rh,0.29850746268656714,0.31343283582089554,0.0,0.0,0.23880597014925373,0.04477611940298507,0.0,0.1044776119402985
parsopercularis-lh,0.0,0.0,0.7021276595744681,0.2978723404255319,0.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.014492753623188406,0.2898550724637681,0.5797101449275363,0.0,0.0,0.0,0.11594202898550725
superiorfrontal-lh,0.3076923076923077,0.26153846153846155,0.0,0.0,0.3230769230769231,0.0,0.0,0.1076923076923077
superiorparietal-rh,0.0,0.025,0.0,0.0,0.0,0.6,0.375,0.0
superiortemporal-lh,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.6428571428571429,0.0
superiortemporal-rh,0.08695652173913043,0.08695652173913043,0.0,0.17391304347826086,0.07246376811594203,0.0,0.0,0.5797101449275363
