,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.32,0.24,0.06,0.0,0.16,0.18,0.04,0.0
caudalmiddlefrontal-rh,0.2112676056338028,0.323943661971831,0.056338028169014086,0.0,0.1267605633802817,0.14084507042253522,0.056338028169014086,0.08450704225352113
parsopercularis-lh,0.046511627906976744,0.046511627906976744,0.45348837209302323,0.1744186046511628,0.20930232558139536,0.046511627906976744,0.0,0.023255813953488372
parstriangularis-rh,0.0,0.0,0.25,0.45652173913043476,0.25,0.0,0.043478260869565216,0.0
rostralmiddlefrontal-lh,0.09523809523809523,0.09523809523809523,0.21904761904761905,0.18095238095238095,0.29523809523809524,0.11428571428571428,0.0,0.0
superiorfrontal-lh,0.22916666666666666,0.20833333333333334,0.08333333333333333,0.0,0.22916666666666666,0.25,0.0,0.0
superiorparietal-rh,0.0,0.07936507936507936,0.0,0.09523809523809523,0.0,0.0,0.5396825396825397,0.2857142857142857
superiortemporal-lh,0.0,0.1,0.0,0.0,0.0,0.0,0.34,0.56
