,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.5882352941176471,0.029411764705882353,0.11764705882352941,0.0,0.0,0.08823529411764706,0.17647058823529413,0.0
caudalmiddlefrontal-rh,0.1,0.6333333333333333,0.0,0.0,0.26666666666666666,0.0,0.0,0.0
parsopercularis-lh,0.2222222222222222,0.0,0.3333333333333333,0.14814814814814814,0.0,0.0,0.2962962962962963,0.0
parstriangularis-rh,0.04081632653061224,0.02040816326530612,0.08163265306122448,0.7346938775510204,0.0,0.0,0.08163265306122448,0.04081632653061224
precentral-rh,0.05714285714285714,0.22857142857142856,0.0,0.0,0.45714285714285713,0.08571428571428572,0.0,0.17142857142857143
superiorparietal-rh,0.13157894736842105,0.05263157894736842,0.0,0.0,0.07894736842105263,0.39473684210526316,0.10526315789473684,0.23684210526315788
superiortemporal-lh,0.2,0.0,0.12,0.04,0.0,0.12,0.42,0.1
superiortemporal-rh,0.018867924528301886,0.018867924528301886,0.0,0.03773584905660377,0.1320754716981132,0.22641509433962265,0.1320754716981132,0.4339622641509434
