,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.37142857142857144,0.06666666666666667,0.0,0.0,0.12380952380952381,0.2857142857142857,0.02857142857142857,0.12380952380952381
caudalmiddlefrontal-rh,0.375,0.5625,0.0,0.0,0.0,0.0625,0.0,0.0
inferiorparietal-rh,0.0,0.0,0.8,0.0,0.1,0.1,0.0,0.0
parsopercularis-lh,0.03571428571428571,0.03571428571428571,0.0,0.9285714285714286,0.0,0.0,0.0,0.0
parstriangularis-rh,0.13541666666666666,0.0,0.0,0.0,0.2916666666666667,0.28125,0.0,0.2916666666666667
rostralmiddlefrontal-lh,0.21428571428571427,0.0,0.0,0.0,0.2,0.37142857142857144,0.02142857142857143,0.19285714285714287
superiortemporal-lh,0.13636363636363635,0.0,0.0,0.0,0.0,0.13636363636363635,0.7272727272727273,0.0
superiortemporal-rh,0.13043478260869565,0.0,0.0,0.0,0.2826086956521739,0.2717391304347826,0.0,0.31521739130434784
