,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-lh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.24166666666666667,0.11666666666666667,0.1,0.15833333333333333,0.18333333333333332,0.075,0.08333333333333333,0.041666666666666664
inferiorparietal-rh,0.13636363636363635,0.3068181818181818,0.07954545454545454,0.125,0.09090909090909091,0.13636363636363635,0.125,0.0
postcentral-lh,0.12903225806451613,0.08602150537634409,0.15053763440860216,0.17204301075268819,0.17204301075268819,0.06451612903225806,0.16129032258064516,0.06451612903225806
postcentral-rh,0.14634146341463414,0.08130081300813008,0.08943089430894309,0.2601626016260163,0.17886178861788618,0.04878048780487805,0.14634146341463414,0.04878048780487805
superiorfrontal-rh,0.15827338129496402,0.06474820143884892,0.10071942446043165,0.18705035971223022,0.23741007194244604,0.04316546762589928,0.11510791366906475,0.09352517985611511
superiorparietal-lh,0.13414634146341464,0.14634146341463414,0.0975609756097561,0.0975609756097561,0.0975609756097561,0.34146341463414637,0.08536585365853659,0.0
superiorparietal-rh,0.09523809523809523,0.09523809523809523,0.10476190476190476,0.17142857142857143,0.17142857142857143,0.05714285714285714,0.21904761904761905,0.08571428571428572
superiortemporal-rh,0.10714285714285714,0.0,0.07142857142857142,0.125,0.23214285714285715,0.0,0.14285714285714285,0.32142857142857145
