,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.365,0.06916666666666667,0.0008333333333333334,0.0,0.2,0.0,0.08,0.285
frontalpole-lh,0.076076993583868,0.3904674610449129,0.07424381301558204,0.0,0.1778185151237397,0.0,0.1301558203483043,0.15123739688359303
frontalpole-rh,0.007075471698113208,0.18632075471698112,0.4528301886792453,0.0,0.0,0.0,0.10613207547169812,0.24764150943396226
isthmuscingulate-rh,0.0,0.0,0.0,0.7243066884176182,0.0,0.27569331158238175,0.0,0.0
medialorbitofrontal-lh,0.19393455706304868,0.15323224261771748,0.0,0.0,0.38786911412609737,0.02154828411811652,0.08459696727853153,0.15881883479648842
parahippocampal-rh,0.0,0.0,0.0,0.25,0.04447852760736196,0.6794478527607362,0.02607361963190184,0.0
rostralanteriorcingulate-lh,0.11750599520383694,0.17266187050359713,0.05155875299760192,0.0,0.12709832134292565,0.022781774580335732,0.41247002398081534,0.09592326139088729
rostralanteriorcingulate-rh,0.22636484687083888,0.10719041278295606,0.06990679094540612,0.0,0.12916111850865514,0.0,0.05193075898801598,0.41544607190412786
