,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-lh,0.1865671641791045,0.11940298507462686,0.08955223880597014,0.15671641791044777,0.16417910447761194,0.17164179104477612,0.03731343283582089,0.07462686567164178
parsopercularis-lh,0.1223021582733813,0.2589928057553957,0.06474820143884892,0.16546762589928057,0.1079136690647482,0.1079136690647482,0.07194244604316546,0.10071942446043165
parstriangularis-rh,0.14772727272727273,0.09090909090909091,0.19318181818181818,0.125,0.14772727272727273,0.125,0.056818181818181816,0.11363636363636363
postcentral-lh,0.1111111111111111,0.10052910052910052,0.047619047619047616,0.35978835978835977,0.10052910052910052,0.1111111111111111,0.010582010582010581,0.15873015873015872
rostralmiddlefrontal-lh,0.15483870967741936,0.09032258064516129,0.07741935483870968,0.12258064516129032,0.22580645161290322,0.2064516129032258,0.05806451612903226,0.06451612903225806
superiorfrontal-rh,0.15333333333333332,0.08666666666666667,0.06,0.13333333333333333,0.21333333333333335,0.24666666666666667,0.06,0.04666666666666667
superiorparietal-lh,0.045454545454545456,0.07575757575757576,0.045454545454545456,0.030303030303030304,0.09090909090909091,0.09848484848484848,0.45454545454545453,0.1590909090909091
superiorparietal-rh,0.06875,0.075,0.06875,0.19375,0.06875,0.05625,0.13125,0.3375
