,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,precentral-lh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.515625,0.0,0.0,0.0,0.484375,0.0,0.0,0.0
inferiorparietal-rh,0.0,0.3,0.0,0.4,0.0,0.1,0.2,0.0
parsopercularis-lh,0.0,0.0,0.4444444444444444,0.14814814814814814,0.2222222222222222,0.18518518518518517,0.0,0.0
precentral-lh,0.0,0.10344827586206896,0.1724137931034483,0.27586206896551724,0.1724137931034483,0.20689655172413793,0.06896551724137931,0.0
rostralmiddlefrontal-lh,0.3764705882352941,0.0,0.08235294117647059,0.047058823529411764,0.43529411764705883,0.058823529411764705,0.0,0.0
superiortemporal-lh,0.0,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.0
superiortemporal-rh,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
