,bankssts-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh
bankssts-lh,0.7272727272727273,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.017241379310344827,0.6896551724137931,0.0,0.0,0.1896551724137931,0.10344827586206896,0.0,0.0
frontalpole-rh,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.05970149253731343,0.8507462686567164,0.08955223880597014,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.21951219512195122,0.0,0.1951219512195122,0.5853658536585366,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.5454545454545454,0.0,0.0,0.0,0.45454545454545453,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
