,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
frontalpole-lh,0.18632075471698112,0.16981132075471697,0.0,0.16273584905660377,0.0,0.18867924528301888,0.17688679245283018,0.11556603773584906
frontalpole-rh,0.1670428893905192,0.18510158013544017,0.0,0.17832957110609482,0.0,0.1873589164785553,0.1873589164785553,0.09480812641083522
isthmuscingulate-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.14031620553359683,0.1600790513833992,0.0,0.21739130434782608,0.0,0.1857707509881423,0.21936758893280633,0.07707509881422925
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.15037593984962405,0.15601503759398497,0.0,0.17293233082706766,0.0,0.21804511278195488,0.18421052631578946,0.11842105263157894
rostralanteriorcingulate-rh,0.14500941619585686,0.15630885122410546,0.0,0.2071563088512241,0.0,0.18832391713747645,0.2184557438794727,0.0847457627118644
rostralmiddlefrontal-lh,0.1525974025974026,0.12987012987012986,0.0,0.12012987012987013,0.0,0.19805194805194806,0.1396103896103896,0.2597402597402597
