,bankssts-rh,caudalmiddlefrontal-lh,cuneus-lh,frontalpole-lh,frontalpole-rh,fusiform-rh,inferiortemporal-rh,parahippocampal-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalmiddlefrontal-lh,0.0,0.5954545454545455,0.0,0.19545454545454546,0.0,0.20909090909090908,0.0,0.0
cuneus-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.17567567567567569,0.0,0.6171171171171171,0.09009009009009009,0.11711711711711711,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,0.24324324324324326,0.7567567567567568,0.0,0.0,0.0
fusiform-rh,0.0,0.0931174089068826,0.0,0.05263157894736842,0.0,0.4493927125506073,0.20445344129554655,0.20040485829959515
inferiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.19736842105263158,0.4116541353383459,0.39097744360902253
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.19848771266540643,0.3950850661625709,0.4064272211720227
