,bankssts-rh,caudalanteriorcingulate-lh,cuneus-lh,frontalpole-rh,insula-lh,lateralorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.0,0.3728813559322034,0.15677966101694915,0.09957627118644068,0.0,0.0,0.23728813559322035,0.13347457627118645
cuneus-lh,0.0,0.18795180722891566,0.5373493975903615,0.07951807228915662,0.0,0.0,0.12530120481927712,0.06987951807228916
frontalpole-rh,0.0,0.1393188854489164,0.09597523219814241,0.34055727554179566,0.0,0.0,0.21052631578947367,0.21362229102167182
insula-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.0,0.0,0.0,0.6720430107526881,0.11827956989247312,0.20967741935483872
rostralanteriorcingulate-lh,0.0,0.20934579439252338,0.09345794392523364,0.1308411214953271,0.0,0.041121495327102804,0.3514018691588785,0.17383177570093458
rostralanteriorcingulate-rh,0.0,0.13203463203463203,0.05844155844155844,0.14502164502164502,0.0,0.09307359307359307,0.2012987012987013,0.37012987012987014
