,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,medialorbitofrontal-lh,paracentral-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.6222222222222222,0.0,0.0,0.37777777777777777,0.0,0.0,0.0
insula-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.4318181818181818,0.0,0.0,0.5681818181818182,0.0,0.0,0.0
paracentral-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.5641025641025641,0.4358974358974359
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.4418604651162791,0.5581395348837209
