,caudalmiddlefrontal-rh,postcentral-lh,postcentral-rh,precentral-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.4489795918367347,0.0,0.3469387755102041,0.0,0.16326530612244897,0.0,0.04081632653061224,0.0
postcentral-lh,0.0,0.76,0.0,0.24,0.0,0.0,0.0,0.0
postcentral-rh,0.3064516129032258,0.0,0.5483870967741935,0.0,0.12903225806451613,0.0,0.0,0.016129032258064516
precentral-lh,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0
superiorparietal-lh,0.2631578947368421,0.0,0.21052631578947367,0.0,0.5263157894736842,0.0,0.0,0.0
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
superiortemporal-lh,0.021739130434782608,0.0,0.0,0.06521739130434782,0.0,0.10869565217391304,0.6086956521739131,0.1956521739130435
superiortemporal-rh,0.0,0.0,0.08333333333333333,0.0,0.0,0.1388888888888889,0.2222222222222222,0.5555555555555556
