,postcentral-lh,precentral-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
postcentral-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
precentral-lh,0.0,0.5526315789473685,0.0,0.0,0.0,0.13157894736842105,0.13157894736842105,0.18421052631578946
superiorparietal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
superiorparietal-rh,0.0,0.0,0.06896551724137931,0.41379310344827586,0.0,0.1724137931034483,0.1724137931034483,0.1724137931034483
superiortemporal-lh,0.0,0.0,0.034482758620689655,0.0,0.9655172413793104,0.0,0.0,0.0
superiortemporal-rh,0.0,0.16,0.0,0.1,0.0,0.4,0.18,0.16
supramarginal-lh,0.0,0.09375,0.0,0.125,0.0,0.15625,0.46875,0.15625
supramarginal-rh,0.0,0.17142857142857143,0.0,0.08571428571428572,0.0,0.11428571428571428,0.2571428571428571,0.37142857142857144
