,parstriangularis-rh,postcentral-lh,postcentral-rh,precentral-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
parstriangularis-rh,0.5588235294117647,0.0,0.3235294117647059,0.0,0.0,0.0,0.0,0.11764705882352941
postcentral-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.26666666666666666,0.0,0.5111111111111111,0.0,0.0,0.15555555555555556,0.06666666666666667,0.0
precentral-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
superiorparietal-lh,0.0,0.0,0.0,0.0,0.7083333333333334,0.20833333333333334,0.0,0.08333333333333333
superiorparietal-rh,0.0,0.0,0.12962962962962962,0.0,0.09259259259259259,0.5740740740740741,0.1111111111111111,0.09259259259259259
superiortemporal-lh,0.0,0.0,0.1724137931034483,0.0,0.0,0.1724137931034483,0.6551724137931034,0.0
superiortemporal-rh,0.05714285714285714,0.0,0.0,0.0,0.11428571428571428,0.22857142857142856,0.0,0.6
