,Fz,P7,P8,TP10,Fp2,PO8,P6,TP8
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.25,0.0,0.2497282608695652,0.25,0.25027173913043477
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.24993193574734549,0.0,0.24993193574734549,0.24993193574734549,0.2502041927579635
P6,0.0,0.0,0.0,0.25,0.0,0.2497282608695652,0.25,0.25027173913043477
TP8,0.0,0.0,0.0,0.25,0.0,0.2497282608695652,0.25,0.25027173913043477
