,Fz,CP5,P7,P8,TP10,Fp2,P5,PO7
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.3343617431546471,0.0,0.0,0.0,0.0,0.33359043578866177,0.3320478210566911
P7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.3329466357308585,0.0,0.0,0.0,0.0,0.33410672853828305,0.3329466357308585
PO7,0.0,0.3325572370974001,0.0,0.0,0.0,0.0,0.3337213814513,0.3337213814513
