,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh
inferiorparietal-rh,0.14492753623188406,0.06521739130434782,0.11594202898550725,0.13768115942028986,0.08695652173913043,0.15217391304347827,0.15217391304347827,0.14492753623188406
parsopercularis-lh,0.1282051282051282,0.11538461538461539,0.11538461538461539,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282
parstriangularis-rh,0.14285714285714285,0.0625,0.13392857142857142,0.14285714285714285,0.08928571428571429,0.14285714285714285,0.14285714285714285,0.14285714285714285
precentral-lh,0.14705882352941177,0.0661764705882353,0.11764705882352941,0.13970588235294118,0.08823529411764706,0.14705882352941177,0.14705882352941177,0.14705882352941177
rostralmiddlefrontal-lh,0.1326530612244898,0.09183673469387756,0.12244897959183673,0.1326530612244898,0.12244897959183673,0.1326530612244898,0.1326530612244898,0.1326530612244898
rostralmiddlefrontal-rh,0.14388489208633093,0.06474820143884892,0.11510791366906475,0.1366906474820144,0.08633093525179857,0.1510791366906475,0.15827338129496402,0.14388489208633093
superiorparietal-rh,0.14388489208633093,0.06474820143884892,0.11510791366906475,0.1366906474820144,0.08633093525179857,0.1510791366906475,0.15827338129496402,0.14388489208633093
superiortemporal-lh,0.14492753623188406,0.06521739130434782,0.11594202898550725,0.13768115942028986,0.08695652173913043,0.15217391304347827,0.15217391304347827,0.14492753623188406
