,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.36645962732919257,0.018633540372670808,0.13043478260869565,0.049689440993788817,0.06832298136645963,0.049689440993788817,0.3167701863354037,0.0
inferiorparietal-rh,0.1111111111111111,0.5185185185185185,0.0,0.0,0.3333333333333333,0.0,0.0,0.037037037037037035
parsopercularis-lh,0.17424242424242425,0.0,0.3409090909090909,0.09848484848484848,0.09848484848484848,0.16666666666666666,0.12121212121212122,0.0
rostralmiddlefrontal-lh,0.07476635514018691,0.0,0.12149532710280374,0.32710280373831774,0.1588785046728972,0.3177570093457944,0.0,0.0
rostralmiddlefrontal-rh,0.088,0.072,0.112,0.136,0.368,0.224,0.0,0.0
superiorfrontal-rh,0.050314465408805034,0.0,0.13836477987421383,0.18867924528301888,0.1761006289308176,0.44654088050314467,0.0,0.0
superiorparietal-rh,0.4098360655737705,0.0,0.11475409836065574,0.0,0.0,0.0,0.47540983606557374,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
