,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.38028169014084506,0.22535211267605634,0.007042253521126761,0.035211267605633804,0.007042253521126761,0.09154929577464789,0.11267605633802817,0.14084507042253522
caudalmiddlefrontal-rh,0.13901345291479822,0.35874439461883406,0.03587443946188341,0.03139013452914798,0.05829596412556054,0.15695067264573992,0.03139013452914798,0.18834080717488788
parsopercularis-lh,0.0,0.09333333333333334,0.3333333333333333,0.2,0.12,0.0,0.04,0.21333333333333335
parstriangularis-rh,0.07142857142857142,0.08163265306122448,0.16326530612244897,0.42857142857142855,0.030612244897959183,0.0,0.09183673469387756,0.1326530612244898
rostralmiddlefrontal-lh,0.0,0.21666666666666667,0.15,0.06666666666666667,0.4,0.11666666666666667,0.05,0.0
superiorparietal-rh,0.09848484848484848,0.26515151515151514,0.0,0.0,0.05303030303030303,0.38636363636363635,0.0,0.19696969696969696
superiortemporal-lh,0.23809523809523808,0.09523809523809523,0.047619047619047616,0.15873015873015872,0.07936507936507936,0.0,0.38095238095238093,0.0
superiortemporal-rh,0.11320754716981132,0.2389937106918239,0.10062893081761007,0.07547169811320754,0.006289308176100629,0.14465408805031446,0.006289308176100629,0.31446540880503143
