,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.37222222222222223,0.18888888888888888,0.0,0.12777777777777777,0.22777777777777777,0.08333333333333333,0.0,0.0
parstriangularis-rh,0.20512820512820512,0.30128205128205127,0.0,0.16025641025641027,0.1858974358974359,0.14743589743589744,0.0,0.0
postcentral-rh,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
rostralmiddlefrontal-lh,0.16428571428571428,0.17857142857142858,0.0,0.2714285714285714,0.18571428571428572,0.2,0.0,0.0
rostralmiddlefrontal-rh,0.2484472049689441,0.18633540372670807,0.0,0.17391304347826086,0.2857142857142857,0.10559006211180125,0.0,0.0
superiorfrontal-rh,0.10483870967741936,0.1693548387096774,0.0,0.21774193548387097,0.12096774193548387,0.3870967741935484,0.0,0.0
superiortemporal-lh,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.7948717948717948,0.1282051282051282
superiortemporal-rh,0.0,0.0,0.08108108108108109,0.0,0.0,0.0,0.10810810810810811,0.8108108108108109
