,frontalpole-rh,insula-lh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-rh,pericalcarine-rh,rostralanteriorcingulate-lh
frontalpole-rh,0.24234354194407456,0.08921438082556592,0.09187749667110519,0.09187749667110519,0.1904127829560586,0.09187749667110519,0.08255659121171771,0.11984021304926765
insula-lh,0.10342205323193916,0.13307984790874525,0.132319391634981,0.1338403041825095,0.1269961977186312,0.13155893536121674,0.12547528517110265,0.11330798479087452
insula-rh,0.1051028179741051,0.130997715156131,0.13632901751713633,0.13404417364813404,0.12490479817212491,0.13404417364813404,0.12338156892612338,0.11119573495811119
isthmuscingulate-rh,0.09794180269694819,0.12349183818310859,0.1263307310149042,0.1880766501064585,0.11781405251951739,0.12491128459900638,0.11639460610361958,0.1050390347764372
lateralorbitofrontal-lh,0.15592853275582025,0.09149972929074174,0.08987547374120194,0.09095831077422847,0.2382241472658365,0.08933405522468868,0.09149972929074174,0.15268002165674066
parahippocampal-rh,0.1058282208588957,0.13113496932515337,0.13496932515337423,0.13420245398773006,0.125,0.13420245398773006,0.12346625766871165,0.1111963190184049
pericalcarine-rh,0.0973724884080371,0.12905718701700156,0.1267387944358578,0.12828438948995363,0.1321483771251932,0.12596599690880989,0.1391035548686244,0.1213292117465224
rostralanteriorcingulate-lh,0.10677382319173363,0.08668197474167623,0.08495981630309989,0.08610792192881746,0.1653272101033295,0.0843857634902411,0.09012629161882893,0.2956371986222732
