,frontalpole-rh,insula-lh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-rh,pericalcarine-rh,rostralanteriorcingulate-lh
frontalpole-rh,0.13135186960690318,0.12847555129434324,0.13231064237775647,0.13231064237775647,0.12080536912751678,0.13231064237775647,0.11888782358581017,0.10354745925215723
insula-lh,0.10342205323193916,0.13307984790874525,0.132319391634981,0.1338403041825095,0.1269961977186312,0.13155893536121674,0.12547528517110265,0.11330798479087452
insula-rh,0.1051028179741051,0.130997715156131,0.13632901751713633,0.13404417364813404,0.12490479817212491,0.13404417364813404,0.12338156892612338,0.11119573495811119
isthmuscingulate-rh,0.1043872919818457,0.13161875945537066,0.1346444780635401,0.1346444780635401,0.12556732223903178,0.13313161875945537,0.12405446293494705,0.11195158850226929
lateralorbitofrontal-lh,0.09930178432893716,0.13110938712179984,0.1287820015515904,0.13033359193173003,0.13266097750193948,0.12800620636152055,0.13110938712179984,0.1186966640806827
parahippocampal-rh,0.1058282208588957,0.13113496932515337,0.13496932515337423,0.13420245398773006,0.125,0.13420245398773006,0.12346625766871165,0.1111963190184049
pericalcarine-rh,0.0973724884080371,0.12905718701700156,0.1267387944358578,0.12828438948995363,0.1321483771251932,0.12596599690880989,0.1391035548686244,0.1213292117465224
rostralanteriorcingulate-lh,0.08455034588777863,0.11606456571867795,0.1137586471944658,0.11529592621060722,0.1191391237509608,0.11299000768639508,0.12067640276710223,0.2175249807840123
