,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.4544392523364486,0.06074766355140187,0.07593457943925233,0.23481308411214954,0.0514018691588785,0.0,0.06074766355140187,0.06191588785046729
frontalpole-rh,0.07975460122699386,0.4785276073619632,0.17791411042944785,0.049079754601226995,0.0,0.2147239263803681,0.0,0.0
lateralorbitofrontal-lh,0.04948301329394387,0.08419497784342689,0.3744460856720827,0.04948301329394387,0.12038404726735598,0.21861152141802068,0.05465288035450517,0.04874446085672083
medialorbitofrontal-lh,0.26405228758169935,0.044444444444444446,0.08496732026143791,0.4339869281045752,0.036601307189542485,0.0,0.0,0.13594771241830064
medialorbitofrontal-rh,0.04287045666356011,0.0,0.15377446411929171,0.027958993476234855,0.42590866728797766,0.17148182665424044,0.17800559179869524,0.0
rostralanteriorcingulate-lh,0.0,0.11591836734693878,0.24653061224489795,0.0,0.15020408163265306,0.42775510204081635,0.05959183673469388,0.0
rostralanteriorcingulate-rh,0.05953693495038589,0.0,0.07938257993384785,0.0011025358324145535,0.2105843439911797,0.0782800441014333,0.5711135611907387,0.0
temporalpole-rh,0.07534246575342465,0.0,0.09315068493150686,0.14794520547945206,0.0,0.0,0.0,0.6835616438356165
