,Fp1,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.1281809613572102,0.0,0.0,0.0,0.0,0.0,0.0640904806786051,0.049010367577756835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05466540999057493,0.10744580584354382,0.05372290292177191,0.04147031102733271,0.0,0.0,0.0,0.0,0.0,0.04995287464655985,0.060320452403393024,0.06597549481621112,0.0,0.08294062205466542,0.0,0.0,0.0,0.05466540999057493,0.0,0.0,0.0,0.06314797360980208,0.0,0.061262959472196045,0.0,0.06314797360980208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.11764705882352941,0.04971002485501243,0.0,0.006628003314001657,0.0,0.0,0.11433305716652858,0.048053024026512015,0.0,0.0,0.05136702568351284,0.0,0.0579950289975145,0.024855012427506214,0.05716652858326429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006628003314001657,0.07125103562551781,0.0,0.12013256006628004,0.009942004971002486,0.0,0.0,0.0,0.06048053024026512,0.0,0.0,0.009113504556752278,0.009942004971002486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008285004142502071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.05136702568351284,0.0,0.0,0.0,0.06710853355426678,0.0,0.0,0.006628003314001657,0.0
FT9,0.0,0.0,0.08100929614873838,0.07835325365205843,0.0,0.010624169986719787,0.0,0.0,0.08100929614873838,0.05046480743691899,0.0,0.0,0.04780876494023904,0.0,0.0650730411686587,0.013280212483399735,0.05843293492695883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010624169986719787,0.08100929614873838,0.0,0.08100929614873838,0.01593625498007968,0.0,0.0,0.0,0.08100929614873838,0.0,0.0,0.014608233731739707,0.01593625498007968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013280212483399733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07171314741035857,0.0,0.05179282868525897,0.0,0.0,0.0,0.07835325365205843,0.0,0.0,0.010624169986719787,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.05325443786982249,0.05325443786982249,0.0,0.047337278106508875,0.0,0.0,0.05325443786982249,0.05325443786982249,0.0,0.0,0.05325443786982249,0.0,0.05325443786982249,0.0,0.05325443786982249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047337278106508875,0.05325443786982249,0.0,0.05325443786982249,0.05325443786982249,0.0,0.0,0.0,0.05325443786982249,0.0,0.0,0.05325443786982249,0.05325443786982249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05325443786982249,0.0,0.05325443786982249,0.0,0.0,0.0,0.05325443786982249,0.0,0.0,0.047337278106508875,0.0
C3,0.07582417582417582,0.0,0.0,0.0,0.0,0.0,0.07472527472527472,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06373626373626373,0.07582417582417582,0.06263736263736264,0.04835164835164835,0.0,0.0,0.0,0.0,0.0,0.05824175824175824,0.06703296703296703,0.07032967032967033,0.0,0.06373626373626373,0.0,0.0,0.0,0.06373626373626373,0.0,0.0,0.0,0.07362637362637363,0.0,0.07142857142857142,0.0,0.07362637362637363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.07058823529411765,0.0,0.0,0.0,0.0,0.0,0.07058823529411765,0.0718954248366013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06797385620915032,0.07320261437908497,0.06928104575163399,0.05751633986928104,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.058823529411764705,0.06274509803921569,0.0,0.054901960784313725,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.07320261437908497,0.0,0.06797385620915032,0.0,0.06797385620915032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.11345218800648298,0.04862236628849271,0.0,0.006482982171799027,0.0,0.0,0.12479740680713128,0.04700162074554295,0.0,0.0,0.051053484602917344,0.0,0.05672609400324149,0.024311183144246355,0.055915721231766614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006482982171799027,0.06969205834683954,0.0,0.1272285251215559,0.009724473257698542,0.0,0.0,0.0,0.05915721231766612,0.0,0.0,0.008914100486223663,0.009724473257698542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008103727714748784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05753646677471637,0.0,0.050243111831442464,0.0,0.0,0.0,0.06564019448946515,0.0,0.0,0.006482982171799027,0.0
CP5,0.0,0.0,0.07347447073474471,0.05105853051058531,0.0,0.009962640099626401,0.0,0.0,0.07347447073474471,0.07098381070983811,0.0,0.0,0.0684931506849315,0.0,0.07347447073474471,0.0361145703611457,0.07098381070983811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009962640099626401,0.07347447073474471,0.0,0.07347447073474471,0.014943960149439602,0.0,0.0,0.0,0.049813200498132,0.0,0.0,0.0136986301369863,0.014943960149439602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012453300124533001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06973848069738481,0.0,0.06973848069738481,0.0,0.0,0.0,0.07098381070983811,0.0,0.0,0.009962640099626401,0.0
