,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.5378787878787878,0.10606060606060606,0.0,0.13636363636363635,0.0,0.10606060606060606,0.11363636363636363,0.0
frontalpole-rh,0.07608695652173914,0.4891304347826087,0.0,0.0,0.0,0.22826086956521738,0.20652173913043478,0.0
lateraloccipital-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-lh,0.19753086419753085,0.0,0.0,0.7530864197530864,0.0,0.0,0.0,0.04938271604938271
parahippocampal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.07291666666666667,0.21875,0.0,0.0,0.0,0.3958333333333333,0.3125,0.0
rostralanteriorcingulate-rh,0.09313725490196079,0.1568627450980392,0.0,0.0,0.0,0.2647058823529412,0.4852941176470588,0.0
temporalpole-rh,0.0,0.0,0.0,0.028985507246376812,0.0,0.0,0.0,0.9710144927536232
