,inferiortemporal-rh,insula-rh,lateralorbitofrontal-rh,middletemporal-rh,parahippocampal-rh,parsopercularis-rh,temporalpole-rh,transversetemporal-rh
inferiortemporal-rh,0.419811320754717,0.0,0.0660377358490566,0.0,0.16981132075471697,0.1179245283018868,0.0,0.22641509433962265
insula-rh,0.0,0.5299145299145299,0.15384615384615385,0.017094017094017096,0.0,0.0,0.29914529914529914,0.0
lateralorbitofrontal-rh,0.07462686567164178,0.14925373134328357,0.5970149253731343,0.0,0.0,0.0,0.14925373134328357,0.029850746268656716
middletemporal-rh,0.0,0.0,0.0,0.6692913385826772,0.10236220472440945,0.0,0.1968503937007874,0.031496062992125984
parahippocampal-rh,0.24539877300613497,0.0,0.0,0.06748466257668712,0.3496932515337423,0.09815950920245399,0.0,0.2392638036809816
parsopercularis-rh,0.17692307692307693,0.0,0.0,0.0,0.1076923076923077,0.5384615384615384,0.0,0.17692307692307693
temporalpole-rh,0.0,0.2222222222222222,0.10526315789473684,0.1695906432748538,0.0,0.0,0.5029239766081871,0.0
transversetemporal-rh,0.28313253012048195,0.0,0.024096385542168676,0.012048192771084338,0.21084337349397592,0.15060240963855423,0.0,0.3192771084337349
