,cuneus-lh,entorhinal-lh,middletemporal-lh,parahippocampal-rh,parsorbitalis-lh,pericalcarine-lh,temporalpole-lh,temporalpole-rh
cuneus-lh,0.8138297872340425,0.0797872340425532,0.0,0.0,0.0,0.10638297872340426,0.0,0.0
entorhinal-lh,0.03832752613240418,0.6411149825783972,0.18815331010452963,0.0,0.09059233449477352,0.0,0.041811846689895474,0.0
middletemporal-lh,0.0,0.14521452145214522,0.5577557755775577,0.12211221122112212,0.09900990099009901,0.0231023102310231,0.052805280528052806,0.0
parahippocampal-rh,0.0,0.0,0.11182108626198083,0.6613418530351438,0.0,0.07028753993610223,0.15654952076677317,0.0
parsorbitalis-lh,0.0,0.11398963730569948,0.15544041450777202,0.0,0.7305699481865285,0.0,0.0,0.0
pericalcarine-lh,0.125,0.004464285714285714,0.022321428571428572,0.11607142857142858,0.0,0.7232142857142857,0.008928571428571428,0.0
temporalpole-lh,0.0,0.04,0.056,0.196,0.0,0.016,0.692,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
